Artikel-Nr	Artikelname	Einzelpreis	Anzahl	Rabatt	Bestelldatum	Kategoriename	Firma	Land	Nachname
74	Longlife Tofu	8	23	0%	11.08.2022	Naturprodukte	Restaurant Lotus	Schweiz	Buchanan
24	Guaraná Fantástica	3,6	17	15%	11.08.2022	Getränke	Restaurant Lotus	Schweiz	Buchanan
55	Pâté chinois	19,2	22	15%	11.08.2022	Fleischprodukte	Restaurant Lotus	Schweiz	Buchanan
74	Longlife Tofu	8	23	0%	11.08.2022	Naturprodukte	Restaurant Lotus	Schweiz	Buchanan
2	Chang	15,2	20	0%	12.08.2022	Getränke	Richter Supermarkt	Schweiz	Dodsworth
16	Pavlova	13,9	36	0%	12.08.2022	Süßwaren	Richter Supermarkt	Schweiz	Dodsworth
36	Inlagd Sill	15,2	27	0%	12.08.2022	Meeresfrüchte	Richter Supermarkt	Schweiz	Dodsworth
59	Raclette Courdavault	44	32	0%	12.08.2022	Milchprodukte	Richter Supermarkt	Schweiz	Dodsworth
27	Schoggi Schokolade	43,9	52	0%	14.08.2022	Süßwaren	Rattlesnake Canyon Grocery	USA	Davolio
71	Fløtemysost	21,5	11	0%	14.08.2022	Milchprodukte	Rattlesnake Canyon Grocery	USA	Davolio
27	Schoggi Schokolade	43,9	52	0%	14.08.2022	Süßwaren	Goose Canyon Grocery	USA	Davolio
71	Fløtemysost	21,5	11	0%	14.08.2022	Milchprodukte	Goose Canyon Grocery	USA	Davolio
27	Schoggi Schokolade	43,9	52	0%	14.08.2022	Süßwaren	Small River Canyon Grocery	USA	Davolio
71	Fløtemysost	21,5	11	0%	14.08.2022	Milchprodukte	Small River Canyon Grocery	USA	Davolio
53	Perth Pasties	26,2	17	0%	15.08.2022	Fleischprodukte	Wellington Importadora	Brasilien	Leverling
77	Original Frankfurter grüne Soße	10,4	14	0%	15.08.2022	Gewürze	Wellington Importadora	Brasilien	Leverling
62	Tarte au sucre	49,3	10	0%	15.08.2022	Süßwaren	B's Beverages	Großbritannien	Suyama
53	Perth Pasties	26,2	17	0%	15.08.2022	Fleischprodukte	Sapateiro Importadora	Brasilien	Leverling
77	Original Frankfurter grüne Soße	10,4	14	0%	15.08.2022	Gewürze	Sapateiro Importadora	Brasilien	Leverling
53	Perth Pasties	26,2	17	0%	15.08.2022	Fleischprodukte	Pescador Importadora	Brasilien	Leverling
77	Original Frankfurter grüne Soße	10,4	14	0%	15.08.2022	Gewürze	Pescador Importadora	Brasilien	Leverling
27	Schoggi Schokolade	35,1	26	0%	16.08.2022	Süßwaren	HILARIÓN-Abastos	Venezuela	Peacock
39	Chartreuse verte	14,4	7	0%	16.08.2022	Getränke	HILARIÓN-Abastos	Venezuela	Peacock
77	Original Frankfurter grüne Soße	10,4	17	0%	16.08.2022	Gewürze	HILARIÓN-Abastos	Venezuela	Peacock
13	Konbu	6	62	0%	16.08.2022	Meeresfrüchte	HILARIÓN-Abastos	Venezuela	King
59	Raclette Courdavault	55	37	0%	16.08.2022	Milchprodukte	HILARIÓN-Abastos	Venezuela	King
54	Tourtière	7,45	5	0%	16.08.2022	Fleischprodukte	Hungry Coyote Import Store	USA	Peacock
73	Röd Kaviar	15	31	0%	16.08.2022	Meeresfrüchte	Hungry Coyote Import Store	USA	Peacock
27	Schoggi Schokolade	35,1	26	0%	16.08.2022	Süßwaren	Gomez-Abastos	Venezuela	Peacock
39	Chartreuse verte	14,4	7	0%	16.08.2022	Getränke	Gomez-Abastos	Venezuela	Peacock
77	Original Frankfurter grüne Soße	10,4	17	0%	16.08.2022	Gewürze	Gomez-Abastos	Venezuela	Peacock
13	Konbu	6	62	0%	16.08.2022	Meeresfrüchte	Gomez-Abastos	Venezuela	King
59	Raclette Courdavault	55	37	0%	16.08.2022	Milchprodukte	Gomez-Abastos	Venezuela	King
27	Schoggi Schokolade	35,1	26	0%	16.08.2022	Süßwaren	Sanchez-Abastos	Venezuela	Peacock
39	Chartreuse verte	14,4	7	0%	16.08.2022	Getränke	Sanchez-Abastos	Venezuela	Peacock
77	Original Frankfurter grüne Soße	10,4	17	0%	16.08.2022	Gewürze	Sanchez-Abastos	Venezuela	Peacock
13	Konbu	6	62	0%	16.08.2022	Meeresfrüchte	Sanchez-Abastos	Venezuela	King
59	Raclette Courdavault	55	37	0%	16.08.2022	Milchprodukte	Sanchez-Abastos	Venezuela	King
2	Chang	15,2	52	20%	17.08.2022	Getränke	Ernst Handel	Österreich	Davolio
5	Chef Anton's Gumbo Mix	17	66	20%	17.08.2022	Gewürze	Ernst Handel	Österreich	Davolio
32	Mascarpone Fabioli	25,6	8	20%	17.08.2022	Milchprodukte	Ernst Handel	Österreich	Davolio
77	Original Frankfurter grüne Soße	13	6	25%	17.08.2022	Gewürze	Vaffeljernet	Dänemark	Callahan
2	Chang	15,2	52	20%	17.08.2022	Getränke	Ludwig Handel	Österreich	Davolio
5	Chef Anton's Gumbo Mix	17	66	20%	17.08.2022	Gewürze	Ludwig Handel	Österreich	Davolio
32	Mascarpone Fabioli	25,6	8	20%	17.08.2022	Milchprodukte	Ludwig Handel	Österreich	Davolio
2	Chang	15,2	52	20%	17.08.2022	Getränke	Wolf Handel	Österreich	Davolio
5	Chef Anton's Gumbo Mix	17	66	20%	17.08.2022	Gewürze	Wolf Handel	Österreich	Davolio
32	Mascarpone Fabioli	25,6	8	20%	17.08.2022	Milchprodukte	Wolf Handel	Österreich	Davolio
21	Sir Rodney's Scones	8	12	0%	18.08.2022	Süßwaren	Centro comercial Moctezuma	Mexiko	Peacock
37	Gravad lax	20,8	3	0%	18.08.2022	Meeresfrüchte	Centro comercial Moctezuma	Mexiko	Peacock
48	Chocolade	12,75	8	10%	18.08.2022	Süßwaren	Furia Bacalhau e Frutos do Mar	Portugal	Davolio
76	Lakkalikööri	18	12	10%	18.08.2022	Getränke	Furia Bacalhau e Frutos do Mar	Portugal	Davolio
22	Gustaf's Knäckebröd	21	49	0%	18.08.2022	Getreideprodukte	Save-a-lot Markets	USA	Callahan
49	Maxilaku	20	27	5%	18.08.2022	Süßwaren	Save-a-lot Markets	USA	Callahan
21	Sir Rodney's Scones	8	12	0%	18.08.2022	Süßwaren	Centro comercial Miguel Hidalgo	Mexiko	Peacock
37	Gravad lax	20,8	3	0%	18.08.2022	Meeresfrüchte	Centro comercial Miguel Hidalgo	Mexiko	Peacock
21	Sir Rodney's Scones	8	12	0%	18.08.2022	Süßwaren	Centro comercial Imperial	Mexiko	Peacock
37	Gravad lax	20,8	3	0%	18.08.2022	Meeresfrüchte	Centro comercial Imperial	Mexiko	Peacock
41	Jack's New England Clam Chowder	7,7	17	25%	19.08.2022	Meeresfrüchte	Ottilies Käseladen	Deutschland	Peacock
57	Ravioli Angelo	15,6	52	0%	19.08.2022	Getreideprodukte	Ottilies Käseladen	Deutschland	Peacock
62	Tarte au sucre	39,4	16	25%	19.08.2022	Süßwaren	Ottilies Käseladen	Deutschland	Peacock
70	Outback Lager	12	22	25%	19.08.2022	Getränke	Ottilies Käseladen	Deutschland	Peacock
21	Sir Rodney's Scones	8	22	0%	19.08.2022	Süßwaren	Que Delícia	Brasilien	Peacock
35	Steeleye Stout	14,4	22	0%	19.08.2022	Getränke	Que Delícia	Brasilien	Peacock
41	Jack's New England Clam Chowder	7,7	17	25%	19.08.2022	Meeresfrüchte	Dieters Käseladen	Deutschland	Peacock
57	Ravioli Angelo	15,6	52	0%	19.08.2022	Getreideprodukte	Dieters Käseladen	Deutschland	Peacock
62	Tarte au sucre	39,4	16	25%	19.08.2022	Süßwaren	Dieters Käseladen	Deutschland	Peacock
70	Outback Lager	12	22	25%	19.08.2022	Getränke	Dieters Käseladen	Deutschland	Peacock
41	Jack's New England Clam Chowder	7,7	17	25%	19.08.2022	Meeresfrüchte	Ritas Käseladen	Deutschland	Peacock
57	Ravioli Angelo	15,6	52	0%	19.08.2022	Getreideprodukte	Ritas Käseladen	Deutschland	Peacock
62	Tarte au sucre	39,4	16	25%	19.08.2022	Süßwaren	Ritas Käseladen	Deutschland	Peacock
70	Outback Lager	12	22	25%	19.08.2022	Getränke	Ritas Käseladen	Deutschland	Peacock
16	Pavlova	17,45	31	5%	21.08.2022	Süßwaren	Mère Paillarde	Kanada	Davolio
59	Raclette Courdavault	55	22	5%	21.08.2022	Milchprodukte	Mère Paillarde	Kanada	Davolio
60	Camembert Pierrot	34	72	5%	21.08.2022	Milchprodukte	Mère Paillarde	Kanada	Davolio
71	Fløtemysost	21,5	17	5%	21.08.2022	Milchprodukte	Mère Paillarde	Kanada	Davolio
5	Chef Anton's Gumbo Mix	17	13	20%	22.08.2022	Gewürze	Rattlesnake Canyon Grocery	USA	Callahan
7	Uncle Bob's Organic Dried Pears	24	17	0%	22.08.2022	Naturprodukte	Rattlesnake Canyon Grocery	USA	Callahan
56	Gnocchi di nonna Alice	30,4	4	0%	22.08.2022	Getreideprodukte	Rattlesnake Canyon Grocery	USA	Callahan
7	Uncle Bob's Organic Dried Pears	30	47	0%	22.08.2022	Naturprodukte	Save-a-lot Markets	USA	Buchanan
17	Alice Mutton	39	102	0%	22.08.2022	Fleischprodukte	Save-a-lot Markets	USA	Buchanan
33	Geitost	2,5	15	0%	22.08.2022	Milchprodukte	Save-a-lot Markets	USA	Buchanan
40	Boston Crab Meat	18,4	44	0%	22.08.2022	Meeresfrüchte	Save-a-lot Markets	USA	Buchanan
72	Mozzarella di Giovanni	34,8	13	0%	22.08.2022	Milchprodukte	Save-a-lot Markets	USA	Buchanan
4	Chef Anton's Cajun Seasoning	22	22	20%	22.08.2022	Gewürze	Tradição Hipermercados	Brasilien	Peacock
55	Pâté chinois	24	21	20%	22.08.2022	Fleischprodukte	Tradição Hipermercados	Brasilien	Peacock
62	Tarte au sucre	49,3	12	20%	22.08.2022	Süßwaren	Tradição Hipermercados	Brasilien	Peacock
5	Chef Anton's Gumbo Mix	17	13	20%	22.08.2022	Gewürze	Goose Canyon Grocery	USA	Callahan
7	Uncle Bob's Organic Dried Pears	24	17	0%	22.08.2022	Naturprodukte	Goose Canyon Grocery	USA	Callahan
56	Gnocchi di nonna Alice	30,4	4	0%	22.08.2022	Getreideprodukte	Goose Canyon Grocery	USA	Callahan
5	Chef Anton's Gumbo Mix	17	13	20%	22.08.2022	Gewürze	Small River Canyon Grocery	USA	Callahan
7	Uncle Bob's Organic Dried Pears	24	17	0%	22.08.2022	Naturprodukte	Small River Canyon Grocery	USA	Callahan
56	Gnocchi di nonna Alice	30,4	4	0%	22.08.2022	Getreideprodukte	Small River Canyon Grocery	USA	Callahan
16	Pavlova	13,9	61	25%	23.08.2022	Süßwaren	Ernst Handel	Österreich	Dodsworth
24	Guaraná Fantástica	3,6	29	0%	23.08.2022	Getränke	Ernst Handel	Österreich	Dodsworth
30	Nord-Ost Matjeshering	20,7	61	25%	23.08.2022	Meeresfrüchte	Ernst Handel	Österreich	Dodsworth
74	Longlife Tofu	8	38	25%	23.08.2022	Naturprodukte	Ernst Handel	Österreich	Dodsworth
56	Gnocchi di nonna Alice	38	29	0%	23.08.2022	Getreideprodukte	Toms Spezialitäten	Deutschland	Peacock
16	Pavlova	13,9	61	25%	23.08.2022	Süßwaren	Ludwig Handel	Österreich	Dodsworth
24	Guaraná Fantástica	3,6	29	0%	23.08.2022	Getränke	Ludwig Handel	Österreich	Dodsworth
30	Nord-Ost Matjeshering	20,7	61	25%	23.08.2022	Meeresfrüchte	Ludwig Handel	Österreich	Dodsworth
74	Longlife Tofu	8	38	25%	23.08.2022	Naturprodukte	Ludwig Handel	Österreich	Dodsworth
56	Gnocchi di nonna Alice	38	29	0%	23.08.2022	Getreideprodukte	Franks Spezialitäten	Deutschland	Peacock
16	Pavlova	13,9	61	25%	23.08.2022	Süßwaren	Wolf Handel	Österreich	Dodsworth
24	Guaraná Fantástica	3,6	29	0%	23.08.2022	Getränke	Wolf Handel	Österreich	Dodsworth
30	Nord-Ost Matjeshering	20,7	61	25%	23.08.2022	Meeresfrüchte	Wolf Handel	Österreich	Dodsworth
74	Longlife Tofu	8	38	25%	23.08.2022	Naturprodukte	Wolf Handel	Österreich	Dodsworth
56	Gnocchi di nonna Alice	38	29	0%	23.08.2022	Getreideprodukte	Petras Spezialitäten	Deutschland	Peacock
2	Chang	15,2	37	0%	24.08.2022	Getränke	Folk och fä HB	Schweden	Suyama
41	Jack's New England Clam Chowder	7,7	27	15%	24.08.2022	Meeresfrüchte	Folk och fä HB	Schweden	Suyama
1	Chai	18	5	0%	24.08.2022	Getränke	Du monde entier	Frankreich	King
10	Ikura	31	12	0%	24.08.2022	Meeresfrüchte	Du monde entier	Frankreich	King
21	Sir Rodney's Scones	10	7	0%	24.08.2022	Süßwaren	Du monde entier	Frankreich	King
17	Alice Mutton	31,2	32	0%	25.08.2022	Fleischprodukte	Blondel père et fils	Frankreich	Fuller
70	Outback Lager	12	20	0%	25.08.2022	Getränke	Blondel père et fils	Frankreich	Fuller
36	Inlagd Sill	19	23	25%	25.08.2022	Meeresfrüchte	La maison d'Asie	Frankreich	Callahan
1	Chai	18	8	0%	25.08.2022	Getränke	Wolski  Zajazd	Polen	Suyama
2	Chang	19	12	0%	25.08.2022	Getränke	Wolski  Zajazd	Polen	Suyama
60	Camembert Pierrot	34	17	0%	25.08.2022	Milchprodukte	Wolski  Zajazd	Polen	Suyama
12	Queso Manchego La Pastora	30,4	14	5%	26.08.2022	Milchprodukte	Wartian Herkku	Finnland	Leverling
10	Ikura	31	70	0%	28.08.2022	Meeresfrüchte	Save-a-lot Markets	USA	Davolio
36	Inlagd Sill	19	57	0%	28.08.2022	Meeresfrüchte	Save-a-lot Markets	USA	Davolio
49	Maxilaku	20	20	0%	28.08.2022	Süßwaren	Save-a-lot Markets	USA	Davolio
60	Camembert Pierrot	34	42	0%	28.08.2022	Milchprodukte	Save-a-lot Markets	USA	Davolio
76	Lakkalikööri	18	81	0%	28.08.2022	Getränke	Save-a-lot Markets	USA	Davolio
40	Boston Crab Meat	14,7	51	0%	29.08.2022	Meeresfrüchte	Frankenversand	Deutschland	Peacock
59	Raclette Courdavault	44	72	15%	29.08.2022	Milchprodukte	Frankenversand	Deutschland	Peacock
76	Lakkalikööri	14,4	17	15%	29.08.2022	Getränke	Frankenversand	Deutschland	Peacock
11	Queso Cabrales	21	16	0%	29.08.2022	Milchprodukte	Blauer See Delikatessen	Deutschland	Callahan
21	Sir Rodney's Scones	10	9	0%	29.08.2022	Süßwaren	Blauer See Delikatessen	Deutschland	Callahan
39	Chartreuse verte	18	7	0%	29.08.2022	Getränke	Blauer See Delikatessen	Deutschland	Callahan
13	Konbu	6	9	10%	29.08.2022	Meeresfrüchte	HILARIÓN-Abastos	Venezuela	Peacock
75	Rhönbräu Klosterbier	7,75	41	0%	29.08.2022	Getränke	HILARIÓN-Abastos	Venezuela	Peacock
13	Konbu	6	9	10%	29.08.2022	Meeresfrüchte	Gomez-Abastos	Venezuela	Peacock
75	Rhönbräu Klosterbier	7,75	41	0%	29.08.2022	Getränke	Gomez-Abastos	Venezuela	Peacock
13	Konbu	6	9	10%	29.08.2022	Meeresfrüchte	Sanchez-Abastos	Venezuela	Peacock
75	Rhönbräu Klosterbier	7,75	41	0%	29.08.2022	Getränke	Sanchez-Abastos	Venezuela	Peacock
29	Thüringer Rostbratwurst	99	11	0%	30.08.2022	Fleischprodukte	GROSELLA-Restaurante	Venezuela	Callahan
72	Mozzarella di Giovanni	27,8	6	0%	30.08.2022	Milchprodukte	GROSELLA-Restaurante	Venezuela	Callahan
55	Pâté chinois	24	6	0%	30.08.2022	Fleischprodukte	Wilman Kala	Finnland	Fuller
33	Geitost	2	62	5%	31.08.2022	Milchprodukte	White Clover Markets	USA	Buchanan
72	Mozzarella di Giovanni	27,8	22	5%	31.08.2022	Milchprodukte	White Clover Markets	USA	Buchanan
38	Côte de Blaye	263,5	17	5%	31.08.2022	Getränke	Great Lakes Food Market	USA	Davolio
33	Geitost	2	26	0%	01.09.2022	Milchprodukte	Split Rail Beer & Ale	USA	Suyama
36	Inlagd Sill	15,2	31	0%	01.09.2022	Meeresfrüchte	Wartian Herkku	Finnland	Davolio
43	Ipoh Coffee	36,8	27	0%	01.09.2022	Getränke	Wartian Herkku	Finnland	Davolio
20	Sir Rodney's Marmalade	64,8	8	0%	02.09.2022	Süßwaren	Rattlesnake Canyon Grocery	USA	Suyama
31	Gorgonzola Telino	10	41	0%	02.09.2022	Milchprodukte	Rattlesnake Canyon Grocery	USA	Suyama
72	Mozzarella di Giovanni	27,8	26	0%	02.09.2022	Milchprodukte	Rattlesnake Canyon Grocery	USA	Suyama
20	Sir Rodney's Marmalade	64,8	8	0%	02.09.2022	Süßwaren	Goose Canyon Grocery	USA	Suyama
31	Gorgonzola Telino	10	41	0%	02.09.2022	Milchprodukte	Goose Canyon Grocery	USA	Suyama
72	Mozzarella di Giovanni	27,8	26	0%	02.09.2022	Milchprodukte	Goose Canyon Grocery	USA	Suyama
20	Sir Rodney's Marmalade	64,8	8	0%	02.09.2022	Süßwaren	Small River Canyon Grocery	USA	Suyama
31	Gorgonzola Telino	10	41	0%	02.09.2022	Milchprodukte	Small River Canyon Grocery	USA	Suyama
72	Mozzarella di Giovanni	27,8	26	0%	02.09.2022	Milchprodukte	Small River Canyon Grocery	USA	Suyama
10	Ikura	24,8	25	5%	05.09.2022	Meeresfrüchte	QUICK-Stop	Deutschland	Leverling
31	Gorgonzola Telino	10	17	5%	05.09.2022	Milchprodukte	QUICK-Stop	Deutschland	Leverling
33	Geitost	2	22	0%	05.09.2022	Milchprodukte	QUICK-Stop	Deutschland	Leverling
40	Boston Crab Meat	14,7	61	5%	05.09.2022	Meeresfrüchte	QUICK-Stop	Deutschland	Leverling
76	Lakkalikööri	14,4	34	5%	05.09.2022	Getränke	QUICK-Stop	Deutschland	Leverling
71	Fløtemysost	17,2	21	0%	06.09.2022	Milchprodukte	Vins et alcools Chevalier	Frankreich	Suyama
72	Mozzarella di Giovanni	27,8	8	0%	06.09.2022	Milchprodukte	Vins et alcools Chevalier	Frankreich	Suyama
71	Fløtemysost	17,2	21	0%	06.09.2022	Milchprodukte	Vins et alcools Duc	Frankreich	Suyama
72	Mozzarella di Giovanni	27,8	8	0%	06.09.2022	Milchprodukte	Vins et alcools Duc	Frankreich	Suyama
71	Fløtemysost	17,2	21	0%	06.09.2022	Milchprodukte	Vins et alcools Baron	Frankreich	Suyama
72	Mozzarella di Giovanni	27,8	8	0%	06.09.2022	Milchprodukte	Vins et alcools Baron	Frankreich	Suyama
24	Guaraná Fantástica	3,6	14	5%	07.09.2022	Getränke	Magazzini Alimentari Riuniti	Italien	Davolio
59	Raclette Courdavault	44	8	5%	07.09.2022	Milchprodukte	Magazzini Alimentari Riuniti	Italien	Davolio
10	Ikura	24,8	17	0%	08.09.2022	Meeresfrüchte	Tortuga Restaurante	Mexiko	Callahan
13	Konbu	4,8	12	0%	08.09.2022	Meeresfrüchte	Tortuga Restaurante	Mexiko	Callahan
28	Rössle Sauerkraut	36,4	21	0%	09.09.2022	Naturprodukte	Morgenstern Gesundkost	Deutschland	Fuller
62	Tarte au sucre	39,4	14	0%	09.09.2022	Süßwaren	Morgenstern Gesundkost	Deutschland	Fuller
44	Gula Malacca	15,5	18	0%	12.09.2022	Gewürze	Berglunds snabbköp	Schweden	Callahan
59	Raclette Courdavault	44	16	0%	12.09.2022	Milchprodukte	Berglunds snabbköp	Schweden	Callahan
63	Vegie-spread	35,1	8	0%	12.09.2022	Gewürze	Berglunds snabbköp	Schweden	Callahan
73	Röd Kaviar	12	26	0%	12.09.2022	Meeresfrüchte	Berglunds snabbköp	Schweden	Callahan
17	Alice Mutton	31,2	16	25%	13.09.2022	Fleischprodukte	Lehmanns Marktstand	Deutschland	Callahan
24	Guaraná Fantástica	3,6	13	0%	14.09.2022	Getränke	Berglunds snabbköp	Schweden	Fuller
55	Pâté chinois	19,2	22	0%	14.09.2022	Fleischprodukte	Berglunds snabbköp	Schweden	Fuller
75	Rhönbräu Klosterbier	6,2	32	0%	14.09.2022	Getränke	Berglunds snabbköp	Schweden	Fuller
19	Teatime Chocolate Biscuits	7,3	3	0%	14.09.2022	Süßwaren	Romero y tomillo	Spanien	Peacock
24	Guaraná Fantástica	3,6	8	0%	14.09.2022	Getränke	Romero y tomillo	Spanien	Peacock
35	Steeleye Stout	14,4	6	0%	14.09.2022	Getränke	Romero y tomillo	Spanien	Peacock
30	Nord-Ost Matjeshering	20,7	8	0%	15.09.2022	Meeresfrüchte	Romero y tomillo	Spanien	Peacock
57	Ravioli Angelo	15,6	3	0%	15.09.2022	Getreideprodukte	Romero y tomillo	Spanien	Peacock
15	Genen Shouyu	12,4	21	0%	16.09.2022	Gewürze	LILA-Supermercado	Venezuela	Leverling
19	Teatime Chocolate Biscuits	7,3	19	0%	16.09.2022	Süßwaren	LILA-Supermercado	Venezuela	Leverling
60	Camembert Pierrot	27,2	37	0%	16.09.2022	Milchprodukte	LILA-Supermercado	Venezuela	Leverling
72	Mozzarella di Giovanni	27,8	4	0%	16.09.2022	Milchprodukte	LILA-Supermercado	Venezuela	Leverling
27	Schoggi Schokolade	35,1	17	25%	19.09.2022	Süßwaren	Lehmanns Marktstand	Deutschland	Peacock
44	Gula Malacca	15,5	23	0%	19.09.2022	Gewürze	Lehmanns Marktstand	Deutschland	Peacock
60	Camembert Pierrot	27,2	22	25%	19.09.2022	Milchprodukte	Lehmanns Marktstand	Deutschland	Peacock
67	Laughing Lumberjack Lager	11,2	7	25%	19.09.2022	Getränke	Lehmanns Marktstand	Deutschland	Peacock
1	Chai	14,4	47	20%	20.09.2022	Getränke	QUICK-Stop	Deutschland	Davolio
40	Boston Crab Meat	14,7	40	20%	20.09.2022	Meeresfrüchte	QUICK-Stop	Deutschland	Davolio
53	Perth Pasties	26,2	37	20%	20.09.2022	Fleischprodukte	QUICK-Stop	Deutschland	Davolio
35	Steeleye Stout	14,4	102	0%	21.09.2022	Getränke	QUICK-Stop	Deutschland	Callahan
62	Tarte au sucre	39,4	42	0%	21.09.2022	Süßwaren	QUICK-Stop	Deutschland	Callahan
16	Pavlova	13,9	42	15%	22.09.2022	Süßwaren	Ricardo Adocicados	Brasilien	Callahan
34	Sasquatch Ale	11,2	22	0%	22.09.2022	Getränke	Ricardo Adocicados	Brasilien	Callahan
46	Spegesild	9,6	17	15%	22.09.2022	Meeresfrüchte	Ricardo Adocicados	Brasilien	Callahan
54	Tourtière	5,9	11	10%	23.09.2022	Fleischprodukte	Reggiani Caseifici	Italien	Peacock
68	Scottish Longbreads	10	4	10%	23.09.2022	Süßwaren	Reggiani Caseifici	Italien	Peacock
3	Aniseed Syrup	8	32	0%	26.09.2022	Gewürze	B's Beverages	Großbritannien	King
64	Wimmers gute Semmelknödel	26,6	10	0%	26.09.2022	Getreideprodukte	B's Beverages	Großbritannien	King
5	Chef Anton's Gumbo Mix	17	22	0%	27.09.2022	Gewürze	Comércio Mineiro	Brasilien	Callahan
29	Thüringer Rostbratwurst	99	17	0%	27.09.2022	Fleischprodukte	Comércio Mineiro	Brasilien	Callahan
49	Maxilaku	16	17	0%	27.09.2022	Süßwaren	Comércio Mineiro	Brasilien	Callahan
77	Original Frankfurter grüne Soße	10,4	12	0%	27.09.2022	Gewürze	Comércio Mineiro	Brasilien	Callahan
13	Konbu	4,8	22	10%	27.09.2022	Meeresfrüchte	Que Delícia	Brasilien	Suyama
44	Gula Malacca	15,5	26	10%	27.09.2022	Gewürze	Que Delícia	Brasilien	Suyama
51	Manjimup Dried Apples	42,4	3	10%	27.09.2022	Naturprodukte	Que Delícia	Brasilien	Suyama
20	Sir Rodney's Marmalade	64,8	21	0%	28.09.2022	Süßwaren	Tradição Hipermercados	Brasilien	Davolio
18	Carnarvon Tigers	50	13	0%	29.09.2022	Meeresfrüchte	Tortuga Restaurante	Mexiko	Davolio
24	Guaraná Fantástica	3,6	11	0%	29.09.2022	Getränke	Tortuga Restaurante	Mexiko	Davolio
63	Vegie-spread	35,1	7	0%	29.09.2022	Gewürze	Tortuga Restaurante	Mexiko	Davolio
75	Rhönbräu Klosterbier	6,2	7	0%	29.09.2022	Getränke	Tortuga Restaurante	Mexiko	Davolio
1	Chai	14,4	20	0%	30.09.2022	Getränke	Rattlesnake Canyon Grocery	USA	Peacock
17	Alice Mutton	31,2	16	0%	30.09.2022	Fleischprodukte	Rattlesnake Canyon Grocery	USA	Peacock
43	Ipoh Coffee	36,8	17	0%	30.09.2022	Getränke	Rattlesnake Canyon Grocery	USA	Peacock
60	Camembert Pierrot	27,2	23	0%	30.09.2022	Milchprodukte	Rattlesnake Canyon Grocery	USA	Peacock
75	Rhönbräu Klosterbier	6,2	7	0%	30.09.2022	Getränke	Rattlesnake Canyon Grocery	USA	Peacock
1	Chai	14,4	20	0%	30.09.2022	Getränke	Goose Canyon Grocery	USA	Peacock
17	Alice Mutton	31,2	16	0%	30.09.2022	Fleischprodukte	Goose Canyon Grocery	USA	Peacock
43	Ipoh Coffee	36,8	17	0%	30.09.2022	Getränke	Goose Canyon Grocery	USA	Peacock
60	Camembert Pierrot	27,2	23	0%	30.09.2022	Milchprodukte	Goose Canyon Grocery	USA	Peacock
75	Rhönbräu Klosterbier	6,2	7	0%	30.09.2022	Getränke	Goose Canyon Grocery	USA	Peacock
1	Chai	14,4	20	0%	30.09.2022	Getränke	Small River Canyon Grocery	USA	Peacock
17	Alice Mutton	31,2	16	0%	30.09.2022	Fleischprodukte	Small River Canyon Grocery	USA	Peacock
43	Ipoh Coffee	36,8	17	0%	30.09.2022	Getränke	Small River Canyon Grocery	USA	Peacock
60	Camembert Pierrot	27,2	23	0%	30.09.2022	Milchprodukte	Small River Canyon Grocery	USA	Peacock
75	Rhönbräu Klosterbier	6,2	7	0%	30.09.2022	Getränke	Small River Canyon Grocery	USA	Peacock
56	Gnocchi di nonna Alice	30,4	6	0%	03.10.2022	Getreideprodukte	Vins et alcools Chevalier	Frankreich	Fuller
56	Gnocchi di nonna Alice	30,4	6	0%	03.10.2022	Getreideprodukte	Vins et alcools Duc	Frankreich	Fuller
56	Gnocchi di nonna Alice	30,4	6	0%	03.10.2022	Getreideprodukte	Vins et alcools Baron	Frankreich	Fuller
11	Queso Cabrales	16,8	13	0%	04.10.2022	Milchprodukte	LILA-Supermercado	Venezuela	Suyama
16	Pavlova	13,9	31	0%	04.10.2022	Süßwaren	LILA-Supermercado	Venezuela	Suyama
69	Gudbrandsdalsost	28,8	17	0%	04.10.2022	Milchprodukte	LILA-Supermercado	Venezuela	Suyama
39	Chartreuse verte	14,4	62	0%	05.10.2022	Getränke	Blondel père et fils	Frankreich	Buchanan
72	Mozzarella di Giovanni	27,8	22	0%	05.10.2022	Milchprodukte	Blondel père et fils	Frankreich	Buchanan
2	Chang	15,2	41	0%	06.10.2022	Getränke	Hungry Owl All-Night Grocers	Irland	Suyama
36	Inlagd Sill	15,2	41	25%	06.10.2022	Meeresfrüchte	Hungry Owl All-Night Grocers	Irland	Suyama
59	Raclette Courdavault	44	32	25%	06.10.2022	Milchprodukte	Hungry Owl All-Night Grocers	Irland	Suyama
62	Tarte au sucre	39,4	16	0%	06.10.2022	Süßwaren	Hungry Owl All-Night Grocers	Irland	Suyama
